,surv,upper,lower,std.err,hazard
323.0,0.6347406463665495,0.6584987329796719,0.6118397317644122,0.018748361229406034,0.00039116785603740073
324.0,0.634636593695775,0.6583947758242001,0.6117357258148329,0.01875145336158171,0.00042118611432181654
325.0,0.6342221509781469,0.6579808297833609,0.6113213616383399,0.018763869356037223,0.00039330333232888274
326.0,0.6338101501790073,0.6575695729718027,0.6109092071554816,0.01877642215312936,0.00037415409738444087
327.0,0.6337074623883674,0.6574671145225601,0.6108064403832882,0.018779587401909124,0.00038953927786041035
328.0,0.6335536646558536,0.6573136970540363,0.6106524902764416,0.018784358363099867,0.0003762339286651968
329.0,0.633299421918931,0.6570602042212705,0.6103978832231196,0.01879234473146075,0.00037486132165465933
330.0,0.6332487176612617,0.6570096627613133,0.6103470940355317,0.01879394835739916,0.0003613421924474759
331.0,0.6331977838979719,0.6569588981724133,0.6102960697430124,0.01879556412932338,0.00035274779786698157
332.0,0.6329948489627086,0.6567566541603154,0.6100927585264866,0.0188020169719288,0.00033807373193741854
333.0,0.63239134240765,0.6561555721829377,0.6094877905643447,0.01882151861004198,0.00032431188388092497
334.0,0.6321918751680133,0.6559570462182026,0.6092877107377135,0.018828081021905297,0.000333354665936606
335.0,0.6318951644542742,0.6556618417448141,0.6089899906364326,0.018837932772666776,0.00033290506533697225
336.0,0.6316482434778194,0.655416259252907,0.6087421510467282,0.0188462042977965,0.00030404854031137725
337.0,0.631549901099901,0.6553184778008185,0.6086434170417595,0.018849522127146152,0.0002948961831408045
338.0,0.6313039769817471,0.6550740133028562,0.608396460955303,0.018857867887983683,0.000298586400379873
339.0,0.6311571144746216,0.6549280593778799,0.6082489480300088,0.018862883455015945,0.000298175597906929
340.0,0.6311082171435574,0.6548794728031088,0.6081998265200959,0.018864560471490474,0.00027812118880165654
341.0,0.6309293548221788,0.6547017529172877,0.6080201389508899,0.01887070099817422,0.000285879347966087
342.0,0.6308968761159719,0.6546694863323195,0.6079875060721488,0.01887182003483732,0.0003090300299182578
343.0,0.6305242874967575,0.6542994507824176,0.6076130381162501,0.018884758775114828,0.00031242851900327906
344.0,0.6304273227820856,0.6542031884923806,0.6075155491530203,0.018888158116123148,0.0002723942517116649
345.0,0.6303789121681624,0.6541551331924608,0.6074668725245672,0.018889859131193384,0.0002605076870092708
346.0,0.630083698044616,0.6538621822337066,0.6071699470144293,0.018900313685742753,0.0002487172533317591
347.0,0.6299355051225727,0.6537152015562707,0.6070208244723483,0.0189056249087761,0.00023306796993974579
348.0,0.6297880197645427,0.6535689477066116,0.6068723907871361,0.018910932486673113,0.000225314517414987
349.0,0.6297880197645427,0.6535689477066116,0.6068723907871361,0.018910932486673113,0.00021750285941606222
350.0,0.629640396884571,0.6534225891371246,0.6067237894504136,0.01891627243528202,0.00023289435979976562
351.0,0.6292984641362659,0.6530836378170141,0.6063795416586781,0.018928691467315465,0.00023292170739449606
352.0,0.6290538785699273,0.6528412362142146,0.6061332529229511,0.018937623292585273,0.0002495756904309566
353.0,0.6289562995709204,0.6527445562638297,0.6060349687771871,0.01894121022675338,0.0002509065598357078
354.0,0.6289075840985708,0.6526962917476298,0.6059858993187504,0.01894300289675902,0.00023303371717481268
355.0,0.6287602982755112,0.6525504278460202,0.6058374890620004,0.018948470780168453,0.0002561301701383499
356.0,0.6287113075067392,0.6525019173259595,0.6057881175380074,0.018950295593391713,0.0002599871549452902
357.0,0.6287113075067392,0.6525019173259595,0.6057881175380074,0.018950295593391713,0.0002520515309468129
358.0,0.6285643933420993,0.6523564897260063,0.6056400186171093,0.018955806371115866,0.00024420594004394497
359.0,0.6282243483502437,0.6520200397127339,0.6052970887734825,0.018968691381635552,0.00025195913800595216
360.0,0.628175789665453,0.6519720046521642,0.6052481086784183,0.018970540670263464,0.0002597232745600176
361.0,0.627788041755529,0.6515885276169424,0.6048569130244457,0.018985386615017946,0.00025569609592387185
362.0,0.6277396040891035,0.6515406398285909,0.6048080295430442,0.018987255105311525,0.00023996579157355326
363.0,0.6275926008073862,0.6513953633478915,0.6046596195732405,0.018992973488404893,0.00022053351331684598
364.0,0.627205895675171,0.651013556623246,0.60426888437737,0.01900830723873985,0.00023933650253604017
365.0,0.6271098245101989,0.6509187429372985,0.6041717745415719,0.01901215132203888,0.00025037026187760535
366.0,0.6269151918296001,0.6507265951586143,0.6039750959565804,0.01901989353734432,0.00024230681466472413
367.0,0.6268663742855195,0.6506783969284738,0.6039257689587465,0.019021832923894963,0.00023845789799530845
368.0,0.6266222459500785,0.6504374112413616,0.6036790509572045,0.019031572518596565,0.00027884586213121245
369.0,0.6265255397745011,0.6503419783788407,0.603581292682155,0.019035454932555235,0.00028931282304123766
370.0,0.6264293248315514,0.6502470370406845,0.6034840247799625,0.019039324091799315,0.0002844424956093472
371.0,0.6262856587058534,0.650105287052603,0.6033387731376615,0.019045114767603694,0.000298961914781633
372.0,0.6262856587058534,0.650105287052603,0.6033387731376615,0.019045114767603694,0.00027171149872775
373.0,0.6259527763447459,0.6497769998496267,0.6030020734959769,0.019058664515330545,0.00027879270832823817
374.0,0.6257663805663258,0.6495932604782955,0.6028134632493702,0.019066323160223695,0.00028153546133360816
375.0,0.625720997070648,0.6495485369207938,0.6027675283992346,0.019068198759707992,0.00026882385283088394
376.0,0.625720997070648,0.6495485369207938,0.6027675283992346,0.019068198759707992,0.0002791909808390391
377.0,0.6252154985954623,0.6490506008244287,0.6022556934591032,0.019089275896625638,0.00028506533097864383
378.0,0.6249384122500535,0.6487777766488165,0.6019750262234314,0.019100935169056123,0.0002812405429626544
379.0,0.6246604211995145,0.6485041589103838,0.6016933530149499,0.019112719126892354,0.00028687760393409576
380.0,0.6244310607333134,0.6482784649341462,0.601460900985103,0.019122495027795675,0.0003010241114483726
381.0,0.6243855698262876,0.648233709337354,0.601414789446072,0.019124441338150736,0.00031158890561375544
382.0,0.6242494316675866,0.6480997698003298,0.6012767957892686,0.019130265557260957,0.00030017665994152816
383.0,0.6240690841853861,0.6479223798139389,0.6010939488582363,0.019138020473240695,0.00030026679302454966
384.0,0.6238423735582597,0.6476993929598516,0.6008640910933558,0.01914778003511665,0.00029225318101871344
385.0,0.6236175639697139,0.6474784104743706,0.6006360363530826,0.019157570337077972,0.00029959263668834473
386.0,0.6233504681562314,0.6472159426036536,0.6003650104591837,0.019169275103325712,0.00031096487261429815
387.0,0.6233504681562314,0.6472159426036536,0.6003650104591837,0.019169275103325712,0.00031475888867842756
388.0,0.6230368971106923,0.6469078751913804,0.6000467609896992,0.019183084668617317,0.0002742888017777339
389.0,0.6227645223812006,0.6466403396644271,0.5997702688081152,0.019195137076502805,0.0002707373664655466
390.0,0.6225375227650954,0.6464174571296846,0.5995397602214673,0.019205255698951224,0.00028536537458251885
391.0,0.6225375227650954,0.6464174571296846,0.5995397602214673,0.019205255698951224,0.0002817133777556324
392.0,0.6225375227650954,0.6464174571296846,0.5995397602214673,0.019205255698951224,0.0003220903551018803
393.0,0.6223057376609614,0.6461899060334285,0.5993043647328262,0.019215619132868275,0.00031852006655095803
394.0,0.6220288722629872,0.6459182050253653,0.5990230882564069,0.01922809228362178,0.00031499471836021514
395.0,0.6218428226777313,0.6457356643596726,0.5988340391663903,0.019236510563779948,0.0003041154037816959
396.0,0.6217967410938504,0.6456904569990265,0.5987872099455789,0.019238600292209935,0.000296938820719882
397.0,0.6217967410938504,0.6456904569990265,0.5987872099455789,0.019238600292209935,0.0002815394815721207
398.0,0.621564833475255,0.6454630441072832,0.5985514519335213,0.019249197649336823,0.0002840118983683866
399.0,0.6211055815417588,0.6450129540926268,0.598084334556811,0.019270412613239377,0.0002899903069997298
400.0,0.62092270290405,0.6448338017092949,0.5978982521797838,0.01927893074042135,0.0002824279241717587
401.0,0.6203756630888267,0.6442983521868103,0.5973412194110772,0.0193047915454427,0.00028204803821112217
402.0,0.6202852363882947,0.6442099032452473,0.5972490838001583,0.019309119646065916,0.0002927502171014812
403.0,0.6201499987135802,0.6440776546771236,0.5971112615252063,0.01931561944167221,0.00029640359425015244
404.0,0.6200597961364139,0.6439894588896131,0.5970193230299974,0.01931996675212162,0.00028137103992722514
405.0,0.6199253450158495,0.6438580394782378,0.5968822470733615,0.019326481142752948,0.0002840435781870171
406.0,0.6198507141390209,0.6437851051848336,0.5968061465394653,0.019330109114861483,0.00030087166073302735
407.0,0.6198209824974439,0.6437560557017326,0.5967758236177372,0.019331559647814103,0.00029724330485068716
408.0,0.6194341610571447,0.6433781974007866,0.5963812286998389,0.019350513642377738,0.0003114520945608264
409.0,0.6192567293709897,0.6432049341695315,0.5962001789777633,0.019359260750693667,0.00030693076380227524
410.0,0.6190354357466599,0.6429889143466578,0.5959743040150918,0.01937023657500725,0.00028053962616957166
411.0,0.6189036145449958,0.6428602837882824,0.5958397084972362,0.019376817065155472,0.0002800902288246727
412.0,0.6188593553992819,0.6428171139821297,0.5957945011761814,0.01937904163630137,0.00027514844972460414
413.0,0.6188150962535681,0.6427739441759771,0.5957492938551264,0.019381266207447265,0.0002785152692160537
414.0,0.6185060764266774,0.6424726194381306,0.595433571812878,0.019396879003931847,0.0002746175195984069
415.0,0.6181124421506882,0.6420890268142938,0.5950311797681426,0.01941697872572723,0.0002743445235171519
416.0,0.6181124421506882,0.6420890268142938,0.5950311797681426,0.01941697872572723,0.00028434140828379893
417.0,0.617937527683409,0.6419186812570716,0.5948522753251424,0.019426003131680754,0.0002992618029532793
418.0,0.6177628109844356,0.6417485626194929,0.5946735417336168,0.01943504955978293,0.00031776947221396647
419.0,0.6176314468204,0.6416206852686597,0.5945391301552203,0.019441878312218115,0.00030373394522709407
420.0,0.6174551046508547,0.6414490742545795,0.5943586507007501,0.0194510895404148,0.00029288234559088924
421.0,0.6169701825066063,0.6409773603381542,0.5938621699546738,0.019476603215510126,0.0002921217475740088
422.0,0.6168390448870545,0.6408498817396404,0.5937278263546564,0.019483579113289705,0.0002815224724360122
